cumpop,L_utci_mean,L_tsd,L_hdh
0.11169292653939866,0.10827701379461838,0.09349172205328367,0.09166445326556488
0.1116959776485587,0.10827997779140042,0.09349431664114463,0.09166698665054435
0.11169915856289254,0.10828306788728193,0.09349702161211894,0.09166962781484612
0.1117011631416618,0.10828501523321739,0.09349872625638705,0.09167129224882006
0.1117031971925038,0.10828699120976688,0.0935004559629778,0.09167298115392974
0.11170669025891533,0.10829038454545571,0.09350342638036817,0.0916758815031192
0.11171020597235241,0.10829379988157367,0.09350641605622963,0.09167880065649799
0.11171394054921747,0.10829742783233837,0.09350959184814386,0.09168190153569908
0.11171805670667223,0.10830142646916528,0.09351309212676574,0.09168531924739735
0.1117224343061054,0.10830567908352695,0.09351681472918791,0.09168895403857276
0.11172741288025881,0.10831051551414805,0.09352104838566684,0.09169308782871852
0.11173232905227182,0.10831529132427553,0.09352522897690704,0.09169716980536405
0.1117366456168306,0.10831948464637273,0.09352889967677971,0.09170075391830215
0.11174079099799908,0.10832351167254559,0.09353242480652585,0.09170419589491968
0.11174429582333331,0.10832691643142749,0.09353540522341362,0.09170710600773167
0.11174748486622536,0.10833001442378831,0.09353811710671303,0.091709753921306
0.11175041453448656,0.108332860446937,0.09354060842423345,0.09171218647195507
0.1117632313834118,0.10834531136133493,0.09355150755595668,0.09172282850763724
0.11177587672622957,0.10835759566630529,0.09356226084312265,0.09173332813904155
0.11177929596109211,0.10836091727841356,0.09356516847598755,0.09173616718470909
0.11178250396164806,0.10836403368717702,0.09356789648041604,0.09173883083913646
0.11178525702965515,0.10836670815219475,0.09357023762144277,0.09174111675575589
0.1117876889657816,0.10836907065398503,0.09357230567985084,0.09174313603141292
0.11178998566219847,0.1083713017773018,0.09357425873375057,0.09174504301536522
0.11179206137373644,0.10837331822509054,0.09357602386756807,0.09174676651202042
0.11179425983117959,0.10837545391425968,0.09357789338147125,0.09174859192657374
0.1117966116089232,0.10837773854627332,0.0935798932751706,0.09175054464543701
0.11179914822830778,0.10838020274250451,0.0935820503536355,0.09175265084128593
0.1118019747314682,0.10838294854602465,0.09358445394210262,0.09175499773229358
0.11180514946659706,0.108386032639124,0.09358715365843363,0.09175763376590212
0.11180821322398724,0.1083890089230159,0.09358975900203707,0.09176017765291039
0.11181087111135732,0.10839159092490398,0.09359201920380125,0.09176238453951695
0.11181320215989093,0.1083938554195484,0.0935940014698925,0.09176432004658396
0.11181514980612758,0.10839574745843499,0.09359565770014124,0.09176593720856095
0.1118171712413646,0.1083977111795683,0.09359737667873314,0.09176761563873101
0.11182980121447027,0.108409980553648,0.0936081168958756,0.0917781025084163
0.11184208046494852,0.10842190921860045,0.09361855886715931,0.0917882981674665
0.11185201010698433,0.10843155535890461,0.09362700278946376,0.09179654290885907
0.11186230788369456,0.10844155912325075,0.09363575976440164,0.09180509331838921
0.11187203235154694,0.10845100594731037,0.09364402921164876,0.09181316770035929
0.11188298020955015,0.10846164123244431,0.09365333899965984,0.0918222578828365
0.11189361717154428,0.10847197449797749,0.09366238440938458,0.09183108992335999
0.1119015452138956,0.10847967618637494,0.09366912622076101,0.09183767270436058
0.11190861331307903,0.10848654248388709,0.09367513675770986,0.09184354146072603
0.11191493063396193,0.10849267943860944,0.09368050885133773,0.09184878683380045
0.11192092558348006,0.10849850322600878,0.09368560680832023,0.09185376453674887
0.11192318564347536,0.10850069875891237,0.09368752870751205,0.09185564110089142
0.11192519609640438,0.10850265181129413,0.09368923834702053,0.09185731041227464
0.11192893759306553,0.10850628648428748,0.09369242002335842,0.09186041703709366
0.11193303617589123,0.1085102680482595,0.09369590535694988,0.09186382015629493
0.11193702826965628,0.10851414616354564,0.09369930013487468,0.09186713485591744
0.11194060919969742,0.10851762485426499,0.09370234526932525,0.09187010815969088
0.11194428355079203,0.10852119429876836,0.09370546984673199,0.09187315903246668
0.11194862917784187,0.10852541585359189,0.09370916526062915,0.0918767672764583
0.11195360019872738,0.10853024494659883,0.09371339249399566,0.09188089479500428
0.11195915197570686,0.10853563821450196,0.09371811358799856,0.09188550452467024
0.11196528584369304,0.1085415969541009,0.09372332967781472,0.09189059757385569
0.11197166015529009,0.1085477892723925,0.0937287502349381,0.09189589026723614
0.11197858247710966,0.10855451395463796,0.09373463680641775,0.09190163798231314
0.11198606881940448,0.10856178655398044,0.09374100300697705,0.09190785401265687
0.11198962581427006,0.10856524199289866,0.09374402778754556,0.09191080744266932
0.11199321302546983,0.10856872678544292,0.09374707826333828,0.09191378596178973
0.11199702650002724,0.1085724313812878,0.09375032114790115,0.09191695235101299
0.11200060535048642,0.10857590805179942,0.09375336451392659,0.0919199239280761
0.11200998166439888,0.10858501666208055,0.0937613378996633,0.09192770923223359
0.11201824482748313,0.10859304390316128,0.09376836468943284,0.09193457026936548
0.11202921726963067,0.10860370307053636,0.09377769538319299,0.09194368086445291
0.11204006653223028,0.10861424257526928,0.09378692132810837,0.0919526891815817
0.11205016322486445,0.1086240509967014,0.09379550730611518,0.09196107262777126
0.11205974014435065,0.10863335448505598,0.09380365128187641,0.09196902449796117
0.11206915705374766,0.10864250253177785,0.09381165918901041,0.091976843509202
0.11207843426547907,0.10865151486934951,0.09381954830070038,0.09198454652722558
0.11208684359688532,0.1086596841054928,0.0938266993884003,0.09199152893026474
0.11209424959265889,0.10866687865229178,0.09383299726426264,0.09199767824760037
0.11210115245465901,0.10867358443031613,0.09383886728759251,0.09200340980487648
0.11210766624261433,0.10867991224276917,0.09384440645196561,0.09200881830771916
0.11211775087590245,0.10868970894916224,0.09385298217500243,0.09201719174083987
0.11212631438075704,0.10869802795693967,0.09386026436799441,0.09202430215657142
0.11212856754433762,0.10870021679032843,0.0938621804026455,0.09202617299450999
0.11213088650633757,0.10870246954352243,0.09386415239064708,0.09202809846593382
0.11213344640921016,0.10870495635847355,0.09386632926881501,0.09203022399443711
0.11213630488094763,0.1087077332178342,0.09386876004257036,0.09203259742946814
0.11213923844981838,0.10871058303022593,0.09387125467707279,0.09203503321885603
0.11214201715684992,0.10871328240224697,0.09387361762089258,0.09203734042396959
0.1121446491303286,0.10871583923011252,0.09387585578612362,0.09203952579385559
0.11214721187403685,0.10871832880479046,0.09387803508006803,0.09204165368115041
0.11214969665449169,0.10872074264214793,0.09388014807598759,0.09204371683430271
0.11215215517876281,0.10872313097296338,0.09388223874429709,0.09204575818652364
0.11215458160613127,0.10872548812327651,0.09388430211819343,0.09204777288817034
0.11215795642428758,0.10872876658682225,0.09388717198018853,0.09205057505393276
0.11216147145721825,0.10873218126186296,0.09389016107736416,0.09205349364227612
0.11216475816814375,0.10873537413373209,0.0938929560151466,0.09205622265118854
0.11216711549515493,0.10873766415657588,0.09389496062780604,0.09205817997769787
0.11216977540909111,0.10874024812716945,0.09389722255291195,0.09206038854699483
0.11217980366501808,0.1087499900658344,0.09390575033403349,0.09206871516908637
0.11218958816316185,0.1087594952062574,0.09391407082955751,0.0920768393951723
0.11219814559212446,0.10876780831161592,0.09392134785576103,0.09208394476599308
0.11220880352013285,0.10877816194456157,0.0939304110944664,0.09209279421493521
0.11222112175550035,0.10879012848134366,0.09394088621753692,0.09210302224376558
0.11223392695833158,0.10880256808215583,0.09395177544570946,0.09211365460950867
0.1122468459446651,0.10881511821783152,0.09396276143256167,0.0921243814515227
0.11226008183003686,0.10882797620474437,0.09397401690252793,0.09213537141990202
0.11227347929911792,0.10884099116198155,0.09398540977928915,0.09214649555383253
0.11228683521027227,0.10885396574781456,0.09399676731621603,0.09215758518154846
0.11230015218221262,0.10886690250618909,0.09400809174019724,0.09216864247740908
0.11231306621713462,0.10887944783182128,0.09401907351649139,0.09217936520818652
0.11231964226694215,0.10888583612848513,0.09402466562680561,0.09218482540804591
0.11232317959753728,0.10888927246456852,0.0940276736853643,0.09218776251049851
0.11232667162891567,0.1088926647947755,0.09403064322258806,0.09219066200028331
0.1123416683756471,0.1089072333686028,0.09404339608555765,0.09220311404015387
0.11235672398251426,0.10892185912204698,0.0940561990017327,0.09221561495254124
0.1123679348471441,0.10893274990469154,0.09406573244408226,0.09222492351364812
0.1123790586026011,0.10894355606522184,0.09407519181094301,0.09223415974660863
0.11239047050345677,0.10895464214429637,0.09408489620953299,0.09224363523132531
0.11240273274100245,0.10896655428205339,0.09409532371343908,0.09225381676426413
0.11241560922436716,0.10897906312826479,0.09410627355681654,0.09226450831537994
0.11242841619548197,0.10899150444687415,0.09411716428869377,0.09227514214935731
0.11244094576575028,0.10900367628472321,0.09412781912574351,0.09228554565295286
0.11245340368029577,0.10901577851269573,0.09413841302853661,0.09229588965964995
0.11246587537353316,0.10902789412596399,0.09414901864838894,0.09230624510701639
0.11247789479072519,0.10903957037614405,0.09415923966386446,0.09231622502231245
0.11248856934016425,0.10904994015596103,0.09416831703702389,0.09232508827229567
0.11249778245215954,0.1090588902239115,0.09417615163988166,0.09233273806727799
0.11250118216358355,0.10906219286999597,0.0941790426704967,0.09233556090232069
0.11251104263919612,0.10907177181865106,0.0941874277753834,0.09234374821372025
0.11251445660047368,0.10907508830774076,0.0941903309237219,0.09234658288064541
0.1125179956120801,0.10907852627684081,0.09419334041177105,0.09234952137886872
0.11252283968847442,0.10908323204975538,0.09419745969467802,0.09235354349336317
0.11252771192309916,0.10908796517695327,0.09420160292264858,0.09235758898808895
0.11253211417192696,0.1090922417369434,0.09420534648630705,0.09236124424605295
0.11253640640518639,0.10909641142242545,0.09420899649544379,0.0923648081563221
0.11254092979041157,0.10910080566024132,0.09421284307050226,0.09236856399578398
0.11254598315393426,0.10910571474491648,0.09421714032601337,0.09237275988474522
0.11255219736517917,0.10911175153388954,0.09422242473775212,0.09237791964422983
0.11255943804818783,0.10911878548777705,0.09422858203572276,0.0923839316997195
0.1125669957862917,0.10912612744450309,0.09423500894951445,0.0923902070111511
0.11257437796352465,0.10913329885280587,0.09424128657067823,0.0923963365515696
0.11258133663520817,0.10914005884708841,0.09424720405318424,0.09240211444852293
0.11258862481935988,0.10914713894591134,0.09425340174495356,0.09240816594497522
0.11259581771793034,0.10915412647965667,0.09425951840821833,0.09241413832427775
0.1126033334652804,0.10916142764450912,0.09426590961411024,0.0924203787701115
0.1126115132553162,0.10916937389292969,0.09427286550549888,0.09242717058126113
0.11261998538253976,0.10917760413200361,0.09428006999321063,0.0924342051246768
0.11262839451330127,0.10918577317323076,0.09428722091028723,0.09244118736111744
0.1126366668614551,0.10919380933713767,0.09429425551081305,0.09244805602476025
0.11264445240418348,0.10920137259442642,0.09430087614403018,0.09245452048603335
0.11265160343706322,0.10920831945779055,0.09430695720574574,0.09246045810357992
0.11265852041651311,0.10921503895019662,0.09431283923420615,0.0924662013828015
0.112665050599698,0.10922138268977818,0.09431839234067749,0.09247162349886684
0.1126710097458236,0.10922717169600954,0.0943234598513394,0.09247657147368292
0.11267626170738528,0.10923227370854062,0.09432792598971708,0.09248093226178822
0.11268098372544962,0.10923686090801903,0.09433194147723534,0.09248485302928931
0.11268527306077934,0.10924102777831031,0.09433558902204424,0.09248841453336086
0.11268887085585236,0.1092445228525471,0.09433864849810131,0.09249140184044136
0.11269204257125093,0.10924760401213263,0.0943413456465283,0.09249403536671931
0.11269566792724209,0.10925112586039434,0.09434442855970934,0.09249704555807316
0.11269950568823926,0.10925485404927557,0.09434769209686068,0.09250023211271774
0.11270386700119338,0.10925909084215431,0.09435140084966334,0.09250385338096778
0.11270913002377124,0.10926420359989794,0.09435587639405597,0.09250822335321261
0.11271338469242333,0.10926833679328173,0.09435949445917856,0.09251175607298448
0.11271764542119858,0.10927247587376578,0.09436311767768017,0.09251529382457402
0.1127205103298798,0.10927525898628866,0.09436555392525348,0.09251767260430291
0.11272321622734542,0.10927788762753352,0.09436785495361695,0.09251991935446352
0.11272537624025353,0.10927998596979956,0.0943696917752372,0.09252171284790141
0.11272801998706435,0.10928255423485622,0.09437193995221907,0.09252390799337434
0.11273055451843879,0.10928501640269218,0.0943740952550917,0.0925260124555149
0.11273297399610477,0.10928736680172416,0.09437615271913272,0.09252802138671193
0.11273486414824828,0.10928920298803448,0.09437776005782487,0.09252959081041921
0.11273677499833601,0.10929105928134092,0.09437938499753752,0.0925311774199623
0.11273943407353375,0.10929364243714293,0.094381646209401,0.09253338529284125
0.1127427796475856,0.10929689249153417,0.09438449120293206,0.09253616317675366
0.11275175162214165,0.10930560830677312,0.0943921207484681,0.09254361275144411
0.11276070143007762,0.10931430258827231,0.09439973144405799,0.09255104392083359
0.11276391278096545,0.10931742225171216,0.09440246229752597,0.09255371035709538
0.11276729728009376,0.10932071011982797,0.09440534039198051,0.09255652056112444
0.11277070565322543,0.10932402118031921,0.09440823878829778,0.09255935058812227
0.1127740108974159,0.10932723205630906,0.09441104948631096,0.0925620949855025
0.11277671474874035,0.10932985870983222,0.09441334877468653,0.0925643400367192
0.11277929669751996,0.10933236694125652,0.09441554440014922,0.09256648387029345
0.11278206946813206,0.10933506054634916,0.09441790229578455,0.09256878614630253
0.11278542836194858,0.10933832354021178,0.09442075861611444,0.09257157508982962
0.1127888384073915,0.10934163622526802,0.0944236584345239,0.09257440650537435
0.11279228414448579,0.10934498358294142,0.09442658860423202,0.09257726755627092
0.11279555897958178,0.10934816491804847,0.09442937344310241,0.0925799867044912
0.11279860281197211,0.10935112184582024,0.09443196184297815,0.09258251404745181
0.11280195090985184,0.10935437435198143,0.09443480898271012,0.09258529402693907
0.11280810118068015,0.10936034902610406,0.09444003902109803,0.09259040069566798
0.11281399611396906,0.10936607565284281,0.0944450519267498,0.09259529535353361
0.11281980349818924,0.1093717172301309,0.0944499903828362,0.09260011731800022
0.11282643720698289,0.10937816153955612,0.09445563152492793,0.0926056253930426
0.1128344092188039,0.10938590594204864,0.09446241072685525,0.09261224468260061
0.11284421417835949,0.10939543095968861,0.09447074862225845,0.09262038589812568
0.11285026219106645,0.10940130629526688,0.09447589170286597,0.09262540766029272
0.11285905482567073,0.10940984789089844,0.09448336874213709,0.0926327083261385
0.11286789740776122,0.10941843800796291,0.09449088825551669,0.09264005046418493
0.11287671416540761,0.10942700303789835,0.09449838580842693,0.0926473711597803
0.11288565112338118,0.1094356848363151,0.09450598557672624,0.09265479165963947
0.11289453895656631,0.10944431891250783,0.09451354357051892,0.09266217137039715
0.11290324162675268,0.1094527731123003,0.09452094410627135,0.09266939733734061
0.11290612968760565,0.10945557871597607,0.09452340004187962,0.09267179534068985
0.11290906623243457,0.10945843141935925,0.09452589720706338,0.09267423360106368
0.11291194954605513,0.10946123241134108,0.09452834910574247,0.09267662766270955
0.1129148080327458,0.109464009285228,0.09453077989221363,0.09267900111015646
0.1129176963847783,0.10946681517176982,0.09453323607543378,0.09268139935527675
0.11292061611242561,0.1094696515381196,0.09453571893970171,0.09268382365207435
0.11292358199243757,0.10947253273913546,0.09453824105080048,0.09268628626992219
0.11292663148746789,0.10947549516787287,0.0945408342660454,0.0926888183146638
0.11293447662059178,0.10948311631418862,0.09454750557346286,0.09269533225480014
0.11294169295326972,0.109490126612973,0.09455364216451377,0.09270132409181882
0.11294921384016972,0.10949743277063581,0.094560037740952,0.0927075688051035
0.11295634403807958,0.10950435939389037,0.09456610108512382,0.09271348912303969
0.11296608249124986,0.10951381980397236,0.0945743824251398,0.092721575117244
0.11297465708702704,0.10952214958601483,0.09458167404957839,0.09272869474194685
0.11298156026984121,0.10952885567569365,0.09458754434572059,0.09273442656560003
0.11298660264194804,0.10953375408276944,0.09459183225440315,0.092738613328212
0.11299125972996597,0.1095382782060226,0.09459579252701386,0.09274248018325185
0.1129953769692166,0.10954227789375899,0.09459929372556823,0.09274589879318264
0.11300146037967662,0.10954818761644722,0.09460446690755055,0.09275094994667304
0.1130086963951126,0.10955521703602618,0.09461062023633268,0.0927569581266021
0.11301804763441585,0.10956430128760458,0.0946185722992411,0.0927647226109085
0.11303071473060171,0.10957660672486147,0.09462934408493397,0.092775240304484
0.11304514406601644,0.10959062408756239,0.09464161443533607,0.09278722121361767
0.11305144209346821,0.10959674229970136,0.09464697012230669,0.0927924505670461
0.11306629868034432,0.10961117471538472,0.09465960379679757,0.09280478622993583
0.11307931956592246,0.10962382384097434,0.09467067643625028,0.0928155976805306
0.11308992916193375,0.10963413052185228,0.0946796985746192,0.09282440699863866
0.11309718961361336,0.10964118367999437,0.0946858726833793,0.09283043546837358
0.11310466918346905,0.10964844970025799,0.09469223312482365,0.09283664587545223
0.11311284464088382,0.10965639173975843,0.0946991853318584,0.09284343408915698
0.11312172275449053,0.10966501637387695,0.09470673506036167,0.09285080572959245
0.11313069729936531,0.1096737346860493,0.09471436679163328,0.09285825743845987
0.11314009006179511,0.10968285927522528,0.09472235416478283,0.09286605640008569
0.1131477396533136,0.10969029046285425,0.09472885918844934,0.09287240797888391
0.11315511714285505,0.10969745731730404,0.09473513282331607,0.09287853362703681
0.11316381616609245,0.1097059079742718,0.0947425302577932,0.09288575656585993
0.11317265499520221,0.10971449444550709,0.09475004657973068,0.09289309558774614
0.11317882556159778,0.10972048883573718,0.09475529387696767,0.09289821910821078
0.11318532298803617,0.10972680075381182,0.09476081912791093,0.09290361402582296
0.11319252156719045,0.10973379380595431,0.09476694062180388,0.09290959112180557
0.11320040384949466,0.10974145104080217,0.09477364351996662,0.09291613590750347
0.11320844447854872,0.1097492621014335,0.09478048107229395,0.09292281217105307
0.11321641166021504,0.10975700181167732,0.09478725616677704,0.092929427450056
0.11322444537926056,0.10976480615958813,0.09479408784300378,0.09293609797611443
0.11323259775872581,0.10977272578003879,0.09480102042512031,0.09294286702782674
0.11324086198647773,0.10978075405538983,0.09480804812025695,0.09294972894896932
0.11324930865683397,0.10978895956441678,0.09481523096007759,0.09295674235513886
0.1132578201093359,0.10979722800599097,0.09482246888903464,0.0929638095509653
0.11326637208010952,0.10980553580899753,0.09482974127372909,0.09297091038976399
0.11327478414169777,0.10981370769737325,0.09483689468310834,0.09297789505971717
0.1132829789039625,0.10982166849054985,0.0948438633065106,0.09298469930254913
0.11329142187408202,0.10982987040498574,0.09485104299974133,0.09299170963635264
0.11330104806081985,0.10983922175396008,0.09485922887115636,0.09299970241393353
0.1133120164661478,0.10984987699977102,0.09486855613210485,0.09300880965718474
0.11332454829081455,0.10986205102765305,0.09487921288623934,0.09301921503264354
0.113337714172384,0.10987484100944582,0.09489040882670134,0.09303014687574059
0.11335063888987035,0.1098873967126439,0.09490139968718435,0.09304087847642292
0.11336423418051164,0.10990060384342754,0.09491296078651378,0.09305216686477466
0.11337829858939254,0.10991426669863127,0.09492492081240596,0.09306384476954141
0.11338412056249604,0.1099199224482747,0.09492987167451834,0.09306867884739232
0.11338908034347073,0.1099247406222821,0.09493408934974232,0.09307279703325971
0.11340071723285598,0.10993604526622688,0.0949439850730202,0.09308245932956899
0.11341329884351439,0.10994826765865813,0.09495468416393217,0.09309290604313694
0.11342737508227771,0.10996194200598869,0.09496665424966413,0.09310459377044522
0.11344135219928488,0.10997552006159356,0.09497854004470319,0.09311619919536608
0.11345532452039378,0.10998909345822812,0.09499042176142883,0.09312780063817551
0.11346925559568996,0.11000262678666131,0.09500226840373419,0.09313936783392367
0.11348312732364808,0.11001610246218543,0.09501406457852928,0.09315088575262306
0.1134967475040227,0.11002933377207429,0.09502564684347307,0.09316219480732046
0.11351010780543586,0.1100423126228196,0.09503700811376761,0.09317328808033885
0.11352329133721599,0.11005511975089097,0.0950482190635328,0.09318423457868952
0.11353622042429855,0.1100676796989287,0.09505921363981248,0.09319496980751782
0.1135394345235841,0.11007080203229662,0.09506194683045,0.09319763852581842
0.11354268135487541,0.11007395616313709,0.09506470785557664,0.09320033442202952
0.11355025103269974,0.11008130971869198,0.09507114492261166,0.09320661964720295
0.11356550688082635,0.11009612999629691,0.09508411811900738,0.09321928682312676
0.11358136002165221,0.11011153051326582,0.09509759923836017,0.09323244994077971
0.11359762060938082,0.11012732684409954,0.09511142684049427,0.09324595136814534
0.1136140608399314,0.11014329768876359,0.09512540720644662,0.09325960195583367
0.11363068229018662,0.11015944457911897,0.09513954167715928,0.09327340301315572
0.11364728461883652,0.11017557289381098,0.09515365988733114,0.09328718819350149
0.11365926110349517,0.11018720743722665,0.09516384439404078,0.09329713246122497
0.11366956554335024,0.11019721767447783,0.09517260703515246,0.09330568840327139
0.11367835846668718,0.11020575955059844,0.09518008431995471,0.09331298930885652
0.11368561964318906,0.11021281341286837,0.09518625904508576,0.09331901838042302
0.11369219812520213,0.11021920407229573,0.0951918532236875,0.09332448059978177
0.11369558877036652,0.11022249791097181,0.09519473654457931,0.09332729590696338
0.11369903440496344,0.11022584516907426,0.0951976666271262,0.09333015687275474
0.1137051289193961,0.11023176567870503,0.09520284925165255,0.09333521724605212
0.11371123422840616,0.11023769667471667,0.09520804105562089,0.09334028658226061
0.11371631294493942,0.11024263038854726,0.0952123598707059,0.09334450352223404
0.11372609485917065,0.11025213301883115,0.09522067816893454,0.09335262560285587
0.11373605756789196,0.11026181128173211,0.09522915021033154,0.09336089780004891
0.11374615945118882,0.11027162474562802,0.09523774060234967,0.09336928555612914
0.1137568208983643,0.11028198179726482,0.09524680683366778,0.09337813792709226
0.11376867150537442,0.11029349405697136,0.0952568842971346,0.09338797767658082
0.11378159080817199,0.11030604450007572,0.0952678705531,0.09339870478136002
0.11379520462011569,0.11031926962335911,0.09527944740248748,0.09341000854824688
0.11380961338428058,0.11033326700214101,0.09529170025960687,0.09342197237674114
0.11382439679292648,0.11034762832890965,0.09530427170513844,0.09343424727857005
0.11383921233191584,0.11036202086866662,0.09531687047352037,0.09344654885873963
0.11385411407201111,0.11037649714839723,0.09532954254519345,0.09345892201307304
0.11386221204086851,0.11038436391172016,0.0953364288578731,0.09346564588678304
0.11386991285932314,0.11039184486370235,0.09534297744366071,0.09347204000012978
0.11387481974349732,0.11039661165116856,0.0953471501367522,0.09347611426493344
0.1138848482256254,0.11040635380957631,0.09535567811022957,0.09348444107484337
0.11389676440594132,0.11041792977040173,0.0953658113356158,0.09349433527090176
0.1139090527218636,0.11042986724197024,0.09537626101592915,0.09350453845713584
0.11392167029632157,0.1104421245713967,0.0953869906895679,0.09351501503202465
0.11393495627544897,0.11045503122183574,0.09539828875802654,0.09352604659405452
0.11394859071084278,0.11046827637974799,0.09540988314508654,0.0935373674849235
0.11396222750503554,0.11048152382911303,0.09542147953801092,0.09354869033434116
0.11397591617866762,0.11049482167670478,0.09543312004792895,0.09356005626009122
0.11398969713908515,0.11050820917619711,0.09544483903624965,0.09357149881304265
0.11400357592604003,0.11052169170917618,0.0954566412138412,0.09358302259294053
0.11401726131105615,0.11053498636204541,0.09546827892720146,0.09359438578809988
0.11403090707934246,0.11054824252928418,0.09547988295147329,0.09360571608885168
0.11404518313197566,0.11056211098558831,0.09549202295398439,0.09361756972482797
0.11404731843907479,0.11056418532742221,0.09549383876639496,0.09361934270463555
0.11404944020115972,0.11056624651096635,0.09549564306046006,0.09362110443780013
0.11405307283500808,0.11056977542929478,0.09549873216255111,0.09362412067207579
0.11405745789581496,0.11057403529200008,0.09550246110994116,0.09362776165854972
0.11406092360358432,0.11057740205016475,0.09550540826221804,0.09363063929141882
0.11406431187091841,0.1105806935789001,0.0955082895610617,0.09363345262424971
0.1140771602694593,0.11059317514213896,0.09551921552179872,0.09364412085608487
0.11408900188062578,0.11060467866284264,0.09552928533542229,0.09365395313617983
0.11409986616493581,0.11061523276040033,0.09553852405442914,0.09366297392607624
0.11410917459133126,0.11062427542142451,0.09554643971029836,0.09367070286213709
0.11411769024867234,0.11063254794778528,0.09555368121494677,0.09367777354930908
0.11412583883872546,0.1106404638870155,0.09556061057464083,0.09368453945461155
0.1141338612716412,0.11064825727102741,0.09556743265342162,0.09369120060961503
0.11414135450654449,0.11065553656618714,0.0955738047152849,0.09369742236300235
0.11414796967500439,0.11066196286462467,0.09557943009113479,0.0937029150437076
0.11415124843137255,0.11066514800904742,0.09558221826455818,0.09370563744782319
0.11415501257777802,0.11066880468511103,0.09558541920167915,0.09370876287908898
0.11415980993929557,0.11067346507690776,0.09558949875940888,0.09371274620547036
0.11416584898062772,0.11067933169725343,0.09559463421098086,0.0937177605185607
0.11417300013367679,0.11068627867735592,0.09560071537488544,0.09372369823588582
0.1141783355520248,0.11069146176389426,0.09560525248285268,0.09372812831950232
0.11418423529969958,0.11069719306756308,0.09561026948253927,0.09373302697482991
0.11418705738106354,0.1106999345755337,0.09561266931081991,0.09373537019434887
0.11419026479545415,0.11070305041486747,0.09561539681678788,0.09373803336207373
0.11419346154984614,0.1107061558985568,0.09561811525775635,0.0937406876786304
0.11419673226030648,0.11070933322679088,0.09562089658913848,0.0937434034020994
0.11419989520551874,0.11071240586658813,0.09562358627961566,0.09374602964635068
0.11420399988326776,0.11071639335146702,0.09562707679617936,0.09374943782626477
0.11420853434174358,0.11072079834638056,0.09563093278765665,0.09375320286002464
0.11421336013445538,0.110725486357631,0.09563503652257165,0.09375720979328361
0.11421839827997295,0.1107303806587911,0.09563932083706712,0.09376139304649059
0.11422407344258259,0.11073589378953479,0.09564414685516205,0.09376610522522859
0.1142303389688516,0.11074198042843399,0.0956494749039297,0.09377130759240254
0.11423649073282464,0.11074795655307051,0.09565470621205102,0.09377641550091355
0.11424252030524833,0.11075381397485502,0.09565983361149716,0.09378142195181699
0.11425366061797321,0.11076463621992577,0.09566930705824951,0.09379067193254315
0.11426285769905317,0.11077357071466042,0.0956771280288129,0.09379830841679879
0.11427573205308256,0.11078607749233127,0.09568807606145617,0.09380899819989326
0.11428813338690341,0.11079812475501839,0.09569862184939872,0.0938192952267052
0.11429999530614346,0.11080964800397876,0.0957087089325064,0.09382914436892006
0.11430832206762391,0.11081773702765453,0.09571578980478106,0.09383605821282262
0.11431757329885421,0.11082672412649576,0.09572365682329466,0.09384373965881852
0.11432114552586249,0.11083019436266298,0.09572669455690107,0.0938467057363239
0.11433118740279308,0.11083994953343752,0.09573523392098761,0.09385504366815366
0.11433900115105838,0.11084754019096542,0.09574187853949662,0.09386153154893744
0.11434544228931105,0.11085379742794128,0.09574735592435718,0.09386687972956423
0.1143516650891289,0.11085984256027448,0.09575264763960618,0.09387204662027901
0.11435726900437396,0.11086528647784083,0.09575741307070222,0.09387669964118496
0.11436254644237805,0.11087041323943508,0.09576190087361722,0.09388108158278992
0.11436902060707853,0.11087670255991892,0.09576740634335318,0.0938864571858072
0.11437448931007352,0.11088201512568728,0.09577205679329179,0.0938909979378085
0.11438944540368262,0.11089654420708166,0.09578477508585037,0.09390341622273812
0.11440260097243952,0.11090932417050353,0.09579596225655136,0.09391433950294112
0.11441089617016677,0.11091738253160448,0.09580301628778998,0.09392122713895203
0.1144207552385475,0.1109269601132057,0.09581140019600148,0.09392941328190435
0.1144325163416982,0.11093838542448217,0.09582140154759713,0.09393917871489971
0.11444503919335888,0.11095055073554691,0.09583205067130891,0.09394957663992735
0.11444856334828382,0.11095397427213936,0.09583504752560314,0.09395250280240922
0.11445168846679997,0.1109570101652325,0.09583770504919234,0.09395509763854669
0.11445458696226608,0.11095982590560223,0.09584016985813787,0.09395750430592295
0.11446859965592095,0.11097343852210405,0.0958520859066793,0.09396913927070626
0.11448279266121354,0.11098722630215656,0.0958641552877834,0.09398092395114072
0.11449634994137034,0.11100039650769504,0.09587568406393573,0.0939921807787762
0.11450895671363838,0.11101264334334544,0.095886404551659,0.09400264838443309
0.11451174398803651,0.11101535103812574,0.0958887747809557,0.09400496270316883
0.11451491055899136,0.11101842720014682,0.09589146755467483,0.09400759195793247
0.11451850343854052,0.11102191749920313,0.09589452285069183,0.09401057518357449
0.11452251835822574,0.1110258177887054,0.09589793703921529,0.09401390883592542
0.11452675568551865,0.11102993413584406,0.09590154035767438,0.09401742715688802
0.11453084346588253,0.11103390520577593,0.09590501650511916,0.09402082130663161
0.11453472480076934,0.11103767572446638,0.09590831709642987,0.09402404404137715
